item_code,brand_x,Master Catalogue name,medicine_type_x,exp_sku_brand,mod_brand,count_syp,exp_sku_brand2,exp_sku_brand3,exp_sku_brand4,exp_sku_brand5,id,brand_y,medicine_type_y,sku_brand,new_brand,new_brand2,cosine,max_cosine,salt_flag,mod_brand2,uom_flag,uom_x,uom_y,pack,manufacturer,catg,subcatg,mrp,medicine_type_flag,count_cap,count_tab,count,mod_cosine
407080,himalaya gasex syrup - ginger lemon flavour 200 ml,,syrup,himalaya gasex,himalaya gasex syrup ginger lemon flavour 200,1,himalaya,himalaya,himalaya,himalaya,210891.0,himalaya gasex (ginger lemon flavor) syrup 200ml,syrup,himalaya,himalaya gasex ginger lemon flavor syrup 200,himalaya gasex ginger lemon flavor syrup 200ml ,0.857142857142857,0.857142857142857,0,himalaya gasex syrup ginger lemon flavour 200ml ,0.0,ml ,ml ,,Reckitt Benckiser India Pvt Ltd,,,245,0,,,2,0.857142857142857
407080,himalaya gasex syrup - ginger lemon flavour 200 ml,,syrup,himalaya gasex,himalaya gasex syrup ginger lemon flavour 200,1,himalaya,himalaya,himalaya,himalaya,364429.0,himalaya gasex (ginger lemon flavor) syrup 200ml lemon ginger,syrup,himalaya,himalaya gasex ginger lemon flavor syrup 200,himalaya gasex ginger lemon flavor syrup 200ml lemon ginger ,0.857142857142857,0.857142857142857,0,himalaya gasex syrup ginger lemon flavour 200ml ,0.0,ml ,ml ,,Reckitt Benckiser India Pvt Ltd,,,245,0,,,2,0.857142857142857
409743,nivea body lotion express hydration for normal skin 200 ml,,others,nivea body,nivea body lotion express hydration for normal skin 200,0,nivea,nivea,nivea,nivea,372514.0,nivea express hydration body lotion 400ml,others,nivea,nivea express hydration body lotion 400,nivea express hydration body lotion 400ml ,0.6804138174397718,0.6804138174397718,0,nivea body lotion express hydration for normal skin 200ml ,0.0,ml ,ml ,,Reckitt Benckiser India Pvt Ltd,,,245,0,,,2,0.6804138174397718
409743,nivea body lotion express hydration for normal skin 200 ml,,others,nivea body,nivea body lotion express hydration for normal skin 200,0,nivea,nivea,nivea,nivea,254887.0,nivea aloe hydration body lotion 200ml,others,nivea,nivea aloe vera hydration body lotion 200,nivea aloe vera hydration body lotion 200ml ,0.629940788348712,0.6804138174397718,0,nivea body lotion express hydration for normal skin 200ml ,0.0,ml ,ml ,,Reckitt Benckiser India Pvt Ltd,,,245,0,,,2,0.629940788348712
803979,nivea body lotion aloe hydration (normal skin) 75 ml,,others,nivea body,nivea body lotion aloe vera hydration normal skin 75,0,nivea,nivea,nivea,nivea,254885.0,nivea aloe hydration body lotion 75ml,others,nivea,nivea aloe vera hydration body lotion 75,nivea aloe vera hydration body lotion 75ml ,0.8819171036881969,0.8819171036881969,0,nivea body lotion aloe vera hydration normal skin 75ml ,0.0,ml ,ml ,,Reckitt Benckiser India Pvt Ltd,,,245,0,,,1,0.8819171036881969
824027,himalaya baby diapers (s) 54's,,others,himalaya baby,himalaya baby diapers s 54s,0,himalaya,himalaya,himalaya,himalaya,210812.0,himalaya baby diaper 9 s,others,himalaya,himalaya baby diapers 9 s,himalaya baby diapers 9 s ,0.7999999999999998,0.7999999999999998,0,himalaya baby diapers s 54s ,2.0,,,,Reckitt Benckiser India Pvt Ltd,,,245,0,,,3,0.7999999999999998
824027,himalaya baby diapers (s) 54's,,others,himalaya baby,himalaya baby diapers s 54s,0,himalaya,himalaya,himalaya,himalaya,210816.0,himalaya baby diaper 28 s,others,himalaya,himalaya baby diapers 28 s,himalaya baby diapers 28 s ,0.7999999999999998,0.7999999999999998,0,himalaya baby diapers s 54s ,2.0,,,,Reckitt Benckiser India Pvt Ltd,,,245,0,,,3,0.7999999999999998
824027,himalaya baby diapers (s) 54's,,others,himalaya baby,himalaya baby diapers s 54s,0,himalaya,himalaya,himalaya,himalaya,210817.0,himalaya baby diaper 54 s,others,himalaya,himalaya baby diapers 54 s,himalaya baby diapers 54 s ,0.7999999999999998,0.7999999999999998,0,himalaya baby diapers s 54s ,2.0,,,,Reckitt Benckiser India Pvt Ltd,,,245,0,,,3,0.7999999999999998
824030,himalaya baby diapers (m) 54's,,others,himalaya baby,himalaya baby diapers m 54s,0,himalaya,himalaya,himalaya,himalaya,210809.0,himalaya baby diaper 54 m,others,himalaya,himalaya baby diapers 54 m,himalaya baby diapers 54 m ,0.7999999999999998,0.7999999999999998,0,himalaya baby diapers m 54s ,2.0,,,,Reckitt Benckiser India Pvt Ltd,,,245,0,,,3,0.7999999999999998
824030,himalaya baby diapers (m) 54's,,others,himalaya baby,himalaya baby diapers m 54s,0,himalaya,himalaya,himalaya,himalaya,210811.0,himalaya baby diaper 9 m,others,himalaya,himalaya baby diapers 9 m,himalaya baby diapers 9 m ,0.7999999999999998,0.7999999999999998,0,himalaya baby diapers m 54s ,2.0,,,,Reckitt Benckiser India Pvt Ltd,,,245,0,,,3,0.7999999999999998
